kandydat;srednia
graphs_n3_1_0;11374.949494949495
graphs_n4_2_0;29090.49494949495
graphs_n4_2_1;36668.20202020202
graphs_n5_3_0;91879.40404040404
graphs_n5_3_1;258341.72727272726
graphs_n5_3_2;120872.21212121213
graphs_n6_6_0;310902.2525252525
graphs_n6_6_1;1035054.9797979798
graphs_n6_6_2;875211.1414141414
graphs_n6_6_3;441613.36363636365
graphs_n6_6_4;786054.8888888889
graphs_n6_6_5;395564.9292929293
