5330	48368
450	8952
8852	73569
8581	47976
10105	47004
48160	300278
46766	47817
164047	921542
271	1603291
310	77147
64188	77371
185426	480661
6061	48384
2864	4290
273	95466
56093	381701
461	54767
3451	4734
358	899631
7027	44386
45313	253609
3487	43351
416	59256
47976	49234
8567	44382
8931	9653
8380	71425
54550	253606
7897	141780
8689	99802
40236	567606
50767	56605
6625	157158
9652	442105
161364	923869
344741	926786
95129	107691
221101	619427
46742	87794
12368	2132452
3894	7048
439	66889
3942	49283
69035	147058
91171	406222
398	496084
8703	61110
334	48277
433	255848
9651	114953
97474	318563
463	46964
8715	76386
367	8957
12183	463491
93706	152950
8380	48389
254	69037
5907	47557
48686	48961
59494	131415
8935	86428
95129	107691
4489	204194
48188	62901
44997	64170
250809	462127
40239	266293
12603	44562
845231	1509918
108801	144416
44545	1259111
130574	345856
8813	64315
8626	357831
44438	58954
51034	158549
453	209102
445	247873
5732	466584
403	253764
11190	650406
360	432
95845	784507
60190	68031
70705	310399
45232	47817
44438	47539
6581	45019
435	134174
42851	51036
492	43834
84425	1076679
6965	160725
3190	572603
4734	86539
5088	115982
52563	399935
5330	8735
275753	292887
45972	150901
48181	157151
452	106489
48160	56496
44452	47629
5330	267567
8551	64356
8551	59018
45313	51036
152878	195274
12760	44370
146608	184880
46682	152937
74155	86985
47813	156612
42788	68840
8843	457163
44997	88524
12808	31730
40575	60834
48147	156752
11190	643302
8681	8827
11183	947273
7055	48672
54918	70696
10107	48160
8893	64037
243576	1009665
44543	146608
151668	393972
52533	88722
4890	44545
50579	62798
130574	471078
4784	59017
115984	463491
391	161361
43732	74750
8866	42832
49403	83974
7043	252866
80000	86469
497	63720
8594	104753
12603	723981
48589	49738
7400	48419
49423	85363
372	78445
629388	630126
44998	77371
504	8731
86073	485275
57601	164756
10398	87975
7944	59521
117326	152899
48961	60788
2864	95954
8084	58020
486	44453
43410	44435
4489	131915
7898	1592394
48280	810790
8864	75283
47625	47896
8834	46407
59017	152909
86633	726169
375	1526811
475	8699
10548	108604
44367	56621
86633	522231
8931	54765
243576	1009665
47895	71928
280076	631432
141780	204870
7027	49744
81	8897
47561	311045
8870	8882
3095	8822
8928	97474
40236	157333
441	130573
453	7886
5637	44328
115061	379926
47427	142359
62617	462127
364	165574
8864	44327
146608	181228
462	139725
7049	45950
5688	317623
99465	379936
739767	1602257
3894	95845
497	59521
41698	52988
115984	464409
7501	150090
42832	78206
8832	44202
41781	64210
504	45040
375	235809
44452	435638
12183	68034
8748	60202
450	8952
8970	48981
47119	374281
209981	612266
376	8379
73964	143690
48160	1572819
8693	243888
8580	62616
8549	413557
62903	64487
8731	8890
8614	44620
97	466584
10398	812416
78184	372319
56762	209992
56091	697324
6937	345856
115062	124299
46405	95466
91171	291831
49020	333902
424	266293
45230	72256
6581	47822
7938	44452
492	78016
8883	57601
930116	2002729
6023	101892
48226	59696
8699	152977
11900	152951
56091	80000
48160	266237
60561	406590
462127	481708
445	51006
43689	449750
12778	697324
440	4890
8084	266234
10167	48131
50799	85288
46745	552822
46995	48961
378	7938
64163	153995
4291	5906
12769	61317
31463	61316
64251	616058
460	474
8875	574205
357	46410
8690	250801
44328	68840
1040696	1208660
59018	827706
80761	115984
470	54981
357	62357
50967	245246
101892	209722
84219	142359
3623	5908
31730	115061
8825	47540
350	51004
3387	68033
433	501
8835	48662
48134	60834
6888	7043
2865	8623
4734	50799
355	141780
170332	626847
5688	381715
7049	49735
7034	46745
393972	520960
463	372101
235	261
6933	144557
113386	243221
3623	8715
8729	8745
7043	61107
3623	93226
8836	47459
66693	243556
948371	1259111
451	1251170
8594	104753
40575	626783
475	40236
121458	426878
495	496
13152	140802
3362	8715
6961	1145264
8697	8843
403181	706636
411	53561
50767	131948
40575	2368405
8621	61320
4293	111323
5637	527268
66900	101288
3942	4613
364	136227
472	574205
86539	140804
8910	44453
51006	55151
31642	47799
6154	152951
501	8855
56272	145704
6023	8934
47626	478248
41784	64210
8567	109776
40237	165574
451	8906
461	49627
130574	140804
57666	108801
43496	63275
368	61218
31461	108801
4286	68834
241	11953
7595	253606
297203	906130
372	8914
52604	150894
9654	137652
311	491
7494	31716
47931	73569
47105	64249
475	3389
463	46751
64151	90229
156608	304608
3451	47811
43689	449750
11962	232889
364	44438
44435	64041
40714	47976
371	59696
7889	31641
95951	624489
196986	394518
130570	2052329
4734	66887
10398	870842
416	131935
144407	330992
74385	87975
9652	40239
8713	63156
7108	62361
367	7493
58223	76280
3390	6851
41698	48626
10071	108801
363	438
451	86623
935651	938477
157626	1012391
45031	59384
344	47557
48792	61218
8825	49042
661127	1603291
56427	305387
8835	12779
254164	255849
427	266293
66	69037
261	379936
48961	266936
376	255063
10534	69443
6887	1546149
7035	276261
44370	49517
64188	71928
54326	73569
68840	372330
51004	64315
51020	63124
40492	93706
271	499
54981	78016
579915	1565863
3386	10534
44995	64159
60190	129832
11900	91203
395	89414
631432	700797
379	12774
91315	462127
334	86637
44612	275753
8584	47818
488	243882
3894	67353
463	8816
6062	73569
7499	76057
475	144557
8551	209968
8551	143224
4291	59195
8577	47459
435462	926786
72510	82862
11190	58946
6253	8822
350	335362
8974	47835
7961	130574
48597	64202
6965	48590
367	46346
8724	152094
6019	48384
7043	131415
48615	77455
3007	8405
453	48681
504	49617
40575	333902
56091	141782
49618	55133
68840	109570
50213	267567
374861	423090
8079	11190
349	59463
38	49405
273	51024
46405	1654630
86466	255432
412	43834
8880	88663
277877	897157
8379	57595
130570	1903179
10534	115806
4293	84063
8856	147050
237002	273919
345	8913
47567	51004
10070	130574
8953	54981
54	50799
8568	47976
310	84400
334	164740
57598	59274
47000	61468
60164	330374
63769	237005
8891	61962
3893	74385
47565	286851
50578	252962
47337	180221
31852	84700
245	47337
270	390
433	58224
351	8910
6962	905468
242	143222
156490	930116
35	7028
3483	63655
66693	243556
11900	142551
496	152874
492	131415
8745	58019
68834	209722
52567	89373
62903	170332
659228	1934309
40715	49627
52569	80245
259	252866
375	6964
8911	44625
389	5908
8549	31730
375	142640
405	12806
334	7093
61411	146469
355	317657
47839	88945
49841	71425
60190	124699
355	339592
499	130570
6581	47822
250801	285344
161364	521010
11204	63033
45558	51041
399950	585826
57226	59490
40462	114956
45232	46681
47819	64347
366	87673
8614	253606
8856	49283
12761	493495
31458	572603
180291	317626
57601	599777
395	94070
47558	48792
3189	124688
44435	52988
406	6563
44001	758222
424	60229
47004	163946
8567	354859
4293	47802
54994	59043
48687	50655
43733	97470
48792	68029
61316	99468
129972	144128
8626	56605
463	8855
444	1654630
63336	64515
358	8914
121458	137236
11299	48277
411	4890
