389	52536
3390	64377
124688	1928041
8602	8933
467	5763
89546	308190
8627	493495
8562	42850
41702	348171
86633	115806
48178	129832
8970	47419
8580	69371
261	271
8914	57226
146608	527418
367	150089
129972	539655
109157	144412
45057	56535
1012391	2227243
11900	399935
48379	56431
47134	49738
8805	52348
509	44435
5688	317623
57598	598112
5688	7896
57226	156279
403	8381
74186	161327
146608	1135945
4290	8701
4489	157151
8822	45972
53559	131908
8826	45230
47000	61468
91171	513488
64168	87601
350	351
259	550825
627347	661127
8628	42791
492	78016
6936	845231
130574	150090
41701	88878
7106	89369
501	403176
43408	129972
174042	383943
4290	59490
124636	947273
261	271
86073	485275
7959	46758
492	43834
11190	70389
8933	152021
52563	399935
44438	47976
475	3389
342568	1773420
6962	905468
402	77458
8729	522255
7927	258277
8581	487735
31852	726169
40713	46214
8084	49983
8822	209968
377	4290
8832	48784
604744	1669467
7023	46101
12808	31730
453	502
45057	88900
585347	1012391
424	8814
8911	345225
46745	47000
149095	207265
4734	66887
12183	208163
631432	2051936
42587	47139
6062	7958
375	899631
31462	684829
91169	399935
8715	420224
8893	54994
26	48379
115061	270349
44435	77360
367	432
304	342
8834	8975
12778	152883
8621	51713
47105	53559
114956	232888
61359	319416
3894	8923
390	121540
86633	90774
86042	592827
139231	142499
8568	47546
8968	47623
5908	47337
8724	11190
45057	247941
8910	12603
488	6963
8943	161350
43732	251237
8952	129977
6937	64489
52604	150894
61320	117326
7046	43733
11900	2037568
48792	56621
352	144412
48154	134174
48277	89373
11190	650406
49735	82565
59472	73003
57665	291556
1073543	2166888
43732	48246
12604	74179
8957	48152
74387	1602159
334	86637
292	86552
7104	238160
8554	45057
8627	8914
292	432
60164	82862
342	82378
43689	509861
433	379926
8910	604221
463	50767
89369	598112
8859	47557
8380	8827
489	3390
52563	866603
46745	83891
8570	46773
48379	48411
405	85646
228	89414
8412	44438
66	139229
57829	92653
38	8551
450	8976
46772	84455
360	255835
451	57596
10534	31642
252861	739768
64151	90229
52563	921542
8776	12785
6062	7958
8866	62646
81	8897
124699	758222
8595	62619
43689	157160
456	8836
81	351
3449	645907
5732	8851
356	40575
44502	87648
8694	41011
5688	129972
8878	48981
12183	174047
1715308	1779666
49403	83974
350	335362
433	157504
86380	151975
45031	49983
5686	7162
3448	10575
463	46964
8547	44452
144407	207265
926786	2394920
10534	243856
130576	858787
461	8804
62060	86473
8893	64487
48182	70579
509	59521
547249	1533804
488	78445
209722	379936
49843	956083
8890	60975
7897	11190
416	70705
8833	49618
502539	1144382
8866	50378
272	63079
59017	152909
58226	356182
8914	84604
7897	157151
411	8845
297252	1934309
69493	86250
85647	243883
8551	143224
45012	47822
355	8866
60190	129832
130574	330179
31717	1508756
492	59650
8963	10896
115061	256748
270	48367
7047	134250
152871	185426
8713	253586
44994	64179
62646	84392
50473	50767
434	2051936
8870	48226
115061	157314
31717	61411
44996	49425
34	434
8960	50579
8841	60834
56621	149052
47337	80258
57665	196993
261	3452
88663	152087
445	70678
433	371480
121458	130573
6961	564942
364	96967
101892	241105
86073	485275
463	53559
93732	115982
46130	49404
47976	49234
38	84604
86633	522231
61111	77951
424	425
354	111324
115984	163944
456	61004
8580	8891
50800	54766
7027	8571
74184	255849
11299	48277
317657	758222
475	49961
45057	59256
42490	48140
272	148066
79809	238088
205368	2180824
466	7053
489	8380
4291	7035
399	53928
79	4734
77811	90240
59463	82891
8589	49022
350	246118
45558	51041
4290	59490
228	89414
48661	49042
61218	109776
8910	31717
8588	44327
46101	50072
3894	251237
450	495
2798	279608
8803	8892
47835	354859
461	8411
12806	161351
405	12806
8841	59384
11900	581939
63470	130574
161321	2129683
195274	1223711
45057	56496
50576	230071
